New Girl,https://upload.wikimedia.org/wikipedia/commons/f/f6/NewGirlTitlesS5.jpg,Elizabeth Meriwether,6.6,30,2014/09/03,Sitcom,9,"New Girl is an American sitcom television series that premiered on Fox on September 20, 2011. Developed by Elizabeth Meriwether under the working title Chicks & Dicks, the series revolves around an offbeat teacher Jess (Zooey Deschanel) after she moves into a Los Angeles loft with three men, Nick (Jake Johnson), Schmidt (Max Greenfield), and Winston (Lamorne Morris); Jess' best friend Cece (Hannah Simone) and on-again-off-again loft mate Coach (Damon Wayans Jr.) also appear regularly. The show combines comedy and drama elements as the characters, who are in their early thirties, deal with maturing relationships and career choices. The series' fourth season premiered on September 16, 2014. The series was renewed for a fifth season on March 31, 2015. The fifth season premiered on January 5, 2016 and on April 12, 2016, the series was renewed for a sixth season. The sixth season premiered on September 20, 2016.
Produced in Los Angeles as a single-camera comedy, New Girl is an ensemble show aimed at a general audience."
Boardwalk Empire,https://upload.wikimedia.org/wikipedia/en/2/2d/Boardwalk_Empire_2010_Intertitle.png,Terence Winter,8.8,37,2012/06/01,Crime drama,6,"Boardwalk Empire is an American period crime drama television series created by Terence Winter and airing on premium cable channel HBO. The series is set in Atlantic City, New Jersey during the Prohibition era and stars Steve Buscemi as Nucky Thompson. Winter, a Primetime Emmy Award-winning screenwriter and producer, created the show, inspired by the book Boardwalk Empire: The Birth, High Times, and Corruption of Atlantic City by Nelson Johnson about historical criminal kingpin Enoch L. Johnson.
The pilot episode was directed by Martin Scorsese and produced at a cost of $18 million. On September 1, 2009, HBO picked up the series for an additional 11 episodes. The series premiered on September 19, 2010, and completed its five-season run on October 26, 2014.
Boardwalk Empire received widespread critical acclaim, particularly for its visual style and basis on historical figures, as well as for Buscemi's lead performance. The series received 57 Primetime Emmy Award nominations, including two for Outstanding Drama Series, winning 20. The series also won the Golden Globe Award for Best Television Series – Drama in 2011 and two Screen Actors Guild Awards for Outstanding Performance by an Ensemble in a Drama Series in 2011 and 2012."
The Simpsons,https://upload.wikimedia.org/wikipedia/commons/b/bc/The_Simpsons_Logo.sv,Matt Groening,7.2,45,2010/12/12,Animated sitcom,10,"The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company. The series is a satirical depiction of working-class life epitomized by the Simpson family, which consists of Homer, Marge, Bart, Lisa, and Maggie. The show is set in the fictional town of Springfield and parodies American culture, society, television, and the human condition.
The family was conceived by Groening shortly before a solicitation for a series of animated shorts with producer James L. Brooks. Groening created a dysfunctional family and named the characters after members of his own family, substituting Bart for his own name. The shorts became a part of The Tracey Ullman Show on April 19, 1987. After a three-season run, the sketch was developed into a half-hour prime time show and became an early hit for Fox, becoming the network's first series to land in the Top 30 ratings in a season (1989–90).
Since its debut on December 17, 1989, 601 episodes of The Simpsons have been broadcast."
American Idol,https://upload.wikimedia.org/wikipedia/en/3/3c/American_Idol_logo.png,Simon Fuller,9.7,33,2014/07/14,Reality television,3,"American Idol is an American singing competition television series created by Simon Fuller, produced by FremantleMedia North America and 19 Entertainment, and distributed by FremantleMedia North America. It began airing on Fox on June 11, 2002, and ended on April 7, 2016. It started off as an addition to the Idols format based on the British series Pop Idol, and became one of the most successful shows in the history of American television. The concept of the series involves discovering recording stars from unsigned singing talents, with the winner determined by the viewers in America through telephones, Internet, and SMS text voting. Winners chosen by viewers in its fifteen seasons were Kelly Clarkson, Ruben Studdard, Fantasia Barrino, Carrie Underwood, Taylor Hicks, Jordin Sparks, David Cook, Kris Allen, Lee DeWyze, Scotty McCreery, Phillip Phillips, Candice Glover, Caleb Johnson, Nick Fradiani, and Trent Harmon.
American Idol employed a panel of judges who critique the contestants' performances. The original judges were record producer and music manager Randy Jackson, pop singer and choreographer Paula Abdul and music executive and manager Simon Cowell. The judging panel for the final seasons consisted of country singer Keith Urban, singer and actress Jennifer Lopez, and jazz singer Harry Connick, Jr."
Family Guy,https://upload.wikimedia.org/wikipedia/en/a/aa/Family_Guy_Logo.svg,Seth MacFarlane,7.4,35,2012/07/01,Animated sitcom,4,"Family Guy is an American adult animated sitcom created by Seth MacFarlane for the Fox Broadcasting Company. The series centers on the Griffins, a family consisting of parents Peter and Lois; their children Meg, Chris, and Stewie; and their anthropomorphic pet dog Brian. The show is set in the fictional city of Quahog, Rhode Island, and exhibits much of its humor in the form of cutaway gags that often lampoon American culture.
The family was conceived by MacFarlane after developing two animated films, The Life of Larry and Larry & Steve. MacFarlane redesigned the films' protagonist, Larry, and his dog, Steve, and renamed them Peter and Brian, respectively. MacFarlane pitched a seven-minute pilot to Fox in 1998, and the show was greenlit and began production. Shortly after the third season of Family Guy had aired in 2002, Fox canceled the series, with one episode left unaired. Adult Swim burned off the episode in 2003, finishing the series' original run."
Ben and Kate,https://upload.wikimedia.org/wikipedia/en/e/e9/Ben%26Kate_promotional_logo.jpg,Dana Fox,9,38,2011/03/27,Sitcom,6,"Ben and Kate is an American single-camera sitcom television series that ran on Fox from September 25, 2012, to January 22, 2013, as part of the 2012–13 television season. The show was produced by 20th Century Fox Television and Chernin Entertainment. The show was created by Dana Fox who served as an executive producer alongside Peter Chernin, Katherie Pope, and Jake Kasdan."
Girl Meets World,https://upload.wikimedia.org/wikipedia/en/c/c4/Girl_Meets_World_Logo.png,Dana Fox,9,50,2014/02/09,Sitcom,9,"Girl Meets World is an American coming of age television sitcom. The series made its debut on Disney Channel on June 27, 2014.
The series is a sequel to the sitcom Boy Meets World, which aired on ABC in its TGIF block from 1993 to 2000. The original series centered on Cory Matthews, including his growing relationship with Topanga Lawrence and their eventual marriage. Ben Savage and Danielle Fishel, who portrayed Cory and Topanga, reprise their roles in Girl Meets World, which centers on the life of the couple's daughter, Riley Matthews. Her father has become a history teacher while her mother is a lawyer who gains part ownership of an old world bakery in ""Girl Meets Popular"". Other members of the Boy Meets World cast have either recurring roles or cameo appearances."
Liv and Maddie,https://upload.wikimedia.org/wikipedia/en/9/95/Liv_and_Maddie_Logo.png,Seth MacFarlane,7.4,37,2010/06/17,Sitcom,5,"Liv and Maddie, titled Liv and Maddie: Cali Style in its fourth season, is an American sitcom created by John D. Beck and Ron Hart and produced by It's a Laugh Productions for Disney Channel. The series stars Dove Cameron in a dual role as identical twins with entirely different personalities, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha, Benjamin King, and Lauren Lindsey Donzis. A significant feature of the series are documentary-style cutaways where characters speak to the viewers to explain various things of different facts and the opinions on the situations in which they are featured in each episode."
Hannah Montana,https://upload.wikimedia.org/wikipedia/en/2/2b/Hannah_Montana_Logo.PNG,Terri Minsky,9.8,43,2013/07/16,Comedy,7,"Hannah Montana, also known as Hannah Montana Forever in its fourth and final season, is an American musical comedy television series created by Michael Poryes, Rich Correll, and Barry O'Brien. It focuses on Miley Stewart (portrayed by Miley Cyrus), who is a teenager living a double life as an average schoolgirl by day and as the famous recording artist Hannah Montana by night. The story follows the daily life of Stewart, her brother, and her friends while also starring Cyrus's country singer father Billy Ray Cyrus as her dad.
The series, produced by It's a Laugh Productions and Michael Poryes Productions, premiered on Disney Channel on March 24, 2006 and concluded on January 16, 2011 after having aired four seasons and ninety-eight episodes. The soundtrack albums Hannah Montana (2006), Hannah Montana 2: Meet Miley Cyrus (2007), Hannah Montana 3 (2009), and Hannah Montana Forever (2010) were released to coincide with their respective seasons. In 2007, the success of the series led to the Best of Both Worlds Tour, which visited North America. The following year, it was adapted into the 3D film Hannah Montana & Miley Cyrus: Best of Both Worlds Concert and its accompanying soundtrack. In 2009, the first feature film of the series, titled Hannah Montana: The Movie was released to commercial success, and was additionally promoted through its accompanying soundtrack."
Lizzie McGuire,https://upload.wikimedia.org/wikipedia/commons/a/a3/Lizzie_McGuire_logo.svg,Terri Minsky,8.5,31,2010/02/05,Comedy,6,"Lizzie McGuire is an American live-action scripted teen sitcom, which features an animated version of the title character performing soliloquy. The animated sequences were interspersed with the show's live-action sequences. It premiered on the Disney Channel on January 12, 2001 following the premiere of Zenon: The Zequel and ended February 14, 2004. A total of 65 episodes were produced and aired. Its target demographic was preteens and adolescents.
The series won Favorite TV Show at the Nickelodeon Kids' Choice Awards in 2002 and 2003."
Kim Possible,https://upload.wikimedia.org/wikipedia/en/d/d7/Disney%27s_Kim_Possible_%28intertitle%29.jpg,Van Partible,6.6,47,2015/07/11,Animated series,10,"Kim Possible is an American animated children's television series created by Bob Schooley and Mark McCorkle for Disney Channel. It centers on Kim Possible, a teenage crime-fighter who has the task of dealing with worldwide, family, and school issues every day.
Kim Possible was the second animated Disney Channel Original Series, and the first series to be produced by Walt Disney Television Animation, in association with Disney Channel. Originally broadcast from 2002 to 2007, Kim Possible was Disney Channel's longest-running original animated series until it was surpassed by Phineas and Ferb."
Wizards of Waverly Place,https://upload.wikimedia.org/wikipedia/en/e/e8/WOWP_logo.png,Todd J. Greenwald,7.3,31,2010/08/25,Family sitcom,3,"Wizards of Waverly Place is an American fantasy teen sitcom which ran from October 12, 2007 to January 6, 2012 on Disney Channel. The series was created by Todd J. Greenwald, and stars Selena Gomez, David Henrie and Jake T. Austin as three wizard siblings with magical abilities competing to win sole custody of the family powers. Further main cast includes Jennifer Stone, María Canals Barrera, and David DeLuise.
The series won ""Outstanding Children's Program"" at the 61st Primetime Emmy Awards in 2009. A film adaptation of the series, Wizards of Waverly Place: The Movie, premiered as a Disney Channel Original Movie on August 28, 2009. The film adaptation won ""Outstanding Children's Program"" at the 62nd Primetime Emmy Awards earning the series its second consecutive Emmy. The farewell season won ""Outstanding Children's Program"" at the 64th Primetime Emmy Awards bringing the franchise's total to three Emmy awards. Wizards of Waverly Place ended with 106 episodes over four seasons, surpassing That's So Raven."
Phineas and Ferb,https://upload.wikimedia.org/wikipedia/en/6/6e/Phineas_and_Ferb_logo.svg,Dan Povenmire,9.5,46,2011/05/06,Comedy,10,"Phineas and Ferb is an American animated musical comedy television series. Originally broadcast as a one-episode preview on August 17, 2007 and again previewed on September 28, 2007, the series officially premiered on February 1, 2008 on Disney Channel, and follows Phineas Flynn and his British stepbrother Ferb Fletcher on summer vacation. Every day, the boys embark on some grand new project, which annoys their controlling sister, Candace, who frequently tries to reveal their shenanigans to her and Phineas' mother, Linda Flynn-Fletcher, and less frequently to Ferb's father, Lawrence Fletcher. The series follows a standard plot system; running gags occur every episode, and the b-plot almost always features Perry the Platypus working as a spy (""Agent P"") for OWCA (the Organization Without a Cool Acronym), to defeat the latest scheme of Dr. Heinz Doofenshmirtz, a mad scientist driven largely by a need to assert his evilness. Sometimes, other villains scoff at his level of evil. The two plots intersect at the end to erase all traces of the boys' project just before Candace can show it to their mother. This usually leaves Candace very frustrated."
Sonny with a Chance,https://upload.wikimedia.org/wikipedia/en/4/4c/Sonnywithachance-logo.png,Steve Marmel,8,36,2013/10/06,Comedy,3,"Sonny with a Chance is an American sitcom which aired on Disney Channel, created by Steve Marmel. The series follows the experiences of teenager Sonny Munroe, portrayed by Demi Lovato, who becomes the newest accepted cast member of her favorite live comedy television show, So Random!.
The series debuted on February 8, 2009, in the United States. This is the first Disney Channel Original Series to be shot and aired in high-definition from the beginning. Like most of Disney Channel's sitcoms, it is shot on tape but uses a ""filmized"" appearance. The second season, some scenes are shot on location. The series is one of the three Disney Channel Original Series to feature a show-within-a-show, along with The Famous Jett Jackson and Shake It Up. On June 1, 2009, TV Guide reported that Disney Channel had renewed Sonny with a Chance for a second season, with Gary Marsh saying ""Sonny was a hit right out of the gate""."
The Suite Life on Deck,https://upload.wikimedia.org/wikipedia/en/2/26/The_Suite_Life_on_Deck_logo.png,Danny Kallis,7.8,30,2014/09/19,Sitcom,6,"The Suite Life on Deck is an American sitcom that aired on Disney Channel from September 26, 2008 to May 6, 2011. It is a sequel/spin-off of the Disney Channel Original Series The Suite Life of Zack & Cody. The series follows twin brothers Zack and Cody Martin and hotel heiress London Tipton in a new setting, the SS Tipton, where they attend classes at ""Seven Seas High School"" and meet Bailey Pickett while Mr. Moseby manages the ship. The ship travels around the world to nations such as Italy, Greece, India, Sweden and the United Kingdom where the characters experience different cultures, adventures, and situations.
The series' pilot aired in the UK on September 19, 2008, and in U.S. markets on September 26, 2008. The series premiere on the Disney Channel in the U.S. drew 5.7 million viewers, and it became the most watched series premiere in Canada on the Family Channel. The show was also TV's No."
Elena of Avalor,https://upload.wikimedia.org/wikipedia/en/8/84/Elena_of_Avalor_logo.png,Craig Gerber,9.1,40,2011/05/17,Fantasy,10,"Elena of Avalor is an American computer-animated television series that debuted on June 20, 2016 via demand in Canada, on July 1 via internet, with a July 22, 2016 television premiere on Disney Channel in the United States. The series is about a Latina princess and her family and takes place in the same universe as Disney Junior's Sofia the First.
On August 11, 2016 Disney announced that Elena of Avalor was renewed for a second season."
The Powerpuff Girls,https://upload.wikimedia.org/wikipedia/commons/f/f1/The_Powerpuff_Girls_logo.svg,Craig McCracken,8.5,37,2014/02/16,Superhero,9,"The Powerpuff Girls is an American animated television series created by animator Craig McCracken for Cartoon Network. The show centers on Blossom, Bubbles, and Buttercup, three girls with superpowers, as well as their father, the brainy scientist Professor Utonium, who all live in the fictional city of Townsville, USA. The girls are frequently called upon by the town's childlike and naive mayor to help fight nearby criminals using their powers.
McCracken originally developed the show in 1992 as a cartoon short entitled Whoopass Stew! while in his second year at CalArts. Following a name change, Cartoon Network featured the first Powerpuff Girls pilots in its animation showcase program What a Cartoon! in 1995 and 1996. The series made its official debut as a Cartoon Cartoon on November 18, 1998, with the final episode airing on March 25, 2005. A total of 78 episodes were aired in addition to two pilot shorts, a Christmas special, and a feature film."
Johnny Bravo,https://upload.wikimedia.org/wikipedia/commons/6/60/Johnny_Bravo_logo.png,Van Partible,9.7,39,2016/11/04,Animated sitcom,9,"Johnny Bravo is an American animated television series created by Van Partible for Cartoon Network, and the second of the network's Cartoon Cartoons. The series centers on the title character, a muscular and boorish man who tries to get women to date him, though he is usually unsuccessful. He ends up in bizarre situations and predicaments, often accompanied by celebrity guest characters such as Adam West or Donny Osmond. Pop culture references and sly adult-oriented jokes comprise much of the show's humor.
Partible pitched the series to Hanna-Barbera's animation showcase What a Cartoon!, basing it on his senior thesis project he produced while attending Loyola Marymount University. A pilot short aired on Cartoon Network in 1995, and was followed by two more shorts; the popularity of the shorts led to the network commissioning a half-hour series, which premiered on July 14, 1997. The series was renewed for a second season in 1999, during which Partible left and the show was retooled under the direction of Kirk Tingblad. In 2003, Partible returned to the series for a fourth season, restoring it to its original format and style."
DreamWorks Dragons,https://upload.wikimedia.org/wikipedia/en/1/12/Dragons_Riders_of_Berk_logo.png,Chris Sanders,4.6,47,2014/02/16,Action,3,"DreamWorks Dragons is an American computer-animated television series based on the 2010 film How to Train Your Dragon. The series serves as a bridge between the first film and its 2014 sequel.
A one-hour preview consisting of two episodes aired on August 7, 2012, on Cartoon Network, with the official premiere of the series on September 4, 2012. A total of 40 episodes aired on Cartoon Network during the first two seasons, subtitled Riders of Berk and Defenders of Berk respectively while a third season entitled Race to the Edge debuted on Netflix on June 26, 2015. The second and third seasons of Dragons: Race to the Edge premiered on January 8 and June 24, 2016, respectively.
DreamWorks Dragons was announced by Cartoon Network on October 12, 2010. According to Tim Johnson, executive producer for How to Train Your Dragon, the series was planned to be much darker and deeper than DreamWorks Animation's previous television series spin-offs, with a similar tone to the movie. DreamWorks Dragons was the first DreamWorks Animation series to air on Cartoon Network rather than Nickelodeon."
Winx Club,https://upload.wikimedia.org/wikipedia/en/4/4f/Winx_Club_Logo.png,Iginio Straffi,7.6,50,2013/10/18,Fantasy adventure,3,"Winx Club is an Italian animated television series directed, created and produced by Iginio Straffi and his company Rainbow S.r.l. in co-production with Rai Fiction. The series is the first Italian cartoon to be sold in the United States."
Running Wilde,https://upload.wikimedia.org/wikipedia/commons/8/8c/Running_Wilde_2010_Intertitle.png,Mitchell Hurwitz,7.9,50,2010/02/03,Crime,4,"Running Wilde is an American comedy television series created by Mitchell Hurwitz for the Fox Network. It stars Will Arnett as Steve Wilde, a self-centered, idle bachelor and heir to an oil fortune. The series follows Wilde's awkward attempts to regain the affection of his childhood sweetheart, Emmy, an environmentalist who had been living in the South American jungle, but whose young daughter does not want to return there and who secretly enlists Steve's help to keep Emmy at his mansion, leading to farcical situations and misunderstandings."
The Chicago Code,https://upload.wikimedia.org/wikipedia/en/2/2b/TheChicagoCodeIntertitle.jpg,Shawn Ryan,7.7,44,2014/08/31,Crime drama,7,"The Chicago Code is an American crime drama television series created by Shawn Ryan that aired on Fox in the United States. The series was filmed in Chicago, Illinois, originally airing from February 7 to May 23, 2011, with Fox announcing cancellation on May 10, 2011."
Body of Proof,https://upload.wikimedia.org/wikipedia/commons/f/f1/Body_of_Proof_Logo.svg/375px-Body_of_Proof_Logo.svg.png,Christopher Murphey,9.2,34,2011/03/20,Medical drama,6,"Body of Proof is an American medical drama television series that ran on ABC from March 29, 2011, to May 28, 2013, and starred Dana Delany as medical examiner Dr. Megan Hunt. The series was created by Chris Murphey and produced by ABC Studios. The show was canceled by ABC after three seasons."
A Gifted Man,https://upload.wikimedia.org/wikipedia/en/b/b4/A_Gifted_Man_titlecard.jpg,Susannah Grant,9.8,46,2014/09/25,Medical drama,7,"A Gifted Man is an American television series, which premiered on CBS on September 23, 2011. The series is about a talented but self-absorbed surgeon (Patrick Wilson) who starts questioning his purpose in life when he is visited by the spirit of his deceased ex-wife (Jennifer Ehle). The pilot episode was directed by Jonathan Demme, who also served as an executive producer on the show along with writer Susannah Grant. The first thirteen episodes were aired in the Friday 8:00 p.m. timeslot (September 23, 2011 – February 10, 2012), while the final three episodes of the 16 episode season order were aired in the Friday 9:00 p.m. timeslot (February 17, 2012 – March 2, 2012)."
Sons of Anarchy,https://upload.wikimedia.org/wikipedia/en/7/7b/SOATitlecard.jpg,Kurt Sutter,6.8,36,2014/05/20,Crime,3,"Sons of Anarchy is an American crime drama television series created by Kurt Sutter. It follows the lives of a close-knit outlaw motorcycle club operating in Charming, a fictional town in California's Central Valley. The show stars Charlie Hunnam as Jackson ""Jax"" Teller, initially the vice president of the club, who begins questioning the club and himself. Brotherhood, loyalty and redemption are constant themes.
Sons of Anarchy premiered on September 3, 2008, on cable network FX. The series' third season attracted an average of 4.9 million viewers per week, making it FX's highest rated series ever, surpassing FX's other hits The Shield, Nip/Tuck, and Rescue Me. The season 4 and 5 premieres were the two highest-rated telecasts in FX's history.
The sixth season aired from September 10, 2013, through December 10, 2013. The seventh and final season of the series premiered on September 9, 2014."
Raising Hope,https://upload.wikimedia.org/wikipedia/en/e/e5/RaisingHopeTitleCard.jpg,Greg Garcia,7,38,2011/12/23,Sitcom,6,"Raising Hope is an American sitcom that aired from September 21, 2010, to April 4, 2014, on Fox. Following its first season, the show received two nominations at the 63rd Primetime Emmy Awards. Martha Plimpton was nominated for Outstanding Lead Actress in a Comedy Series and Cloris Leachman was nominated for Outstanding Guest Actress in a Comedy Series. Plimpton also won the 2011 Satellite Award for Best Actress in a Comedy Series.
The fourth season premiered Friday, November 15, 2013, at 9:00 pm Eastern/8:00 pm Central with back-to-back episodes. On March 10, 2014, Fox canceled Raising Hope, and the series finale aired April 4, 2014."
